GeoType,Geography,Label,Lower CL,Percent,Program,RSE,SubPop Group,Subpop,TimePeriod,Upper CL,Years
State,State,Ate marijuana in the past 30 days (among current users),24,27.4,Marijuana,6.5,"Excellent, very good or good health",General Health Status,1-year,30.9,2015
State,State,Ate marijuana in the past 30 days (among current users),19,26.1,Marijuana,13.8,Fair or poor health,General Health Status,1-year,33.1,2015
State,State,Ate marijuana in the past 30 days (among current users),26.9,30.2,Marijuana,5.7,"Excellent, very good or good health",General Health Status,1-year,33.6,2016
State,State,Ate marijuana in the past 30 days (among current users),21.9,29.5,Marijuana,13.1,Fair or poor health,General Health Status,1-year,37.1,2016
State,State,Ate marijuana in the past 30 days (among current users),24.5,27.8,Marijuana,6,"Excellent, very good or good health",General Health Status,1-year,31.1,2017
State,State,Ate marijuana in the past 30 days (among current users),22.1,28.6,Marijuana,11.5,Fair or poor health,General Health Status,1-year,35,2017
State,State,Ate marijuana in the past 30 days (among current users),22.6,28.7,Marijuana,10.9,Does not have a personal doctor,Has A Personal Doctor,1-year,34.9,2015
State,State,Ate marijuana in the past 30 days (among current users),23,26.6,Marijuana,6.9,Has personal doctor,Has A Personal Doctor,1-year,30.3,2015
State,State,Ate marijuana in the past 30 days (among current users),22.5,28,Marijuana,9.9,Does not have a personal doctor,Has A Personal Doctor,1-year,33.4,2016
State,State,Ate marijuana in the past 30 days (among current users),27.5,31.3,Marijuana,6.1,Has personal doctor,Has A Personal Doctor,1-year,35,2016
State,State,Ate marijuana in the past 30 days (among current users),22.8,28.8,Marijuana,10.6,Does not have a personal doctor,Has A Personal Doctor,1-year,34.7,2017
State,State,Ate marijuana in the past 30 days (among current users),24.5,27.8,Marijuana,6.1,Has personal doctor,Has A Personal Doctor,1-year,31.1,2017
State,State,Ate marijuana in the past 30 days (among current users),23.5,26.8,Marijuana,6.2,Has health insurance,Health Care Coverage Status,1-year,30,2015
State,State,Ate marijuana in the past 30 days (among current users),18.9,30.1,Marijuana,19,No health insurance,Health Care Coverage Status,1-year,41.3,2015
State,State,Ate marijuana in the past 30 days (among current users),27,30.1,Marijuana,5.3,Has health insurance,Health Care Coverage Status,1-year,33.2,2016
State,State,Ate marijuana in the past 30 days (among current users),18.2,29.6,Marijuana,19.7,No health insurance,Health Care Coverage Status,1-year,40.9,2016
State,State,Ate marijuana in the past 30 days (among current users),25.2,28.2,Marijuana,5.5,Has health insurance,Health Care Coverage Status,1-year,31.3,2017
State,State,Ate marijuana in the past 30 days (among current users),17.1,27.6,Marijuana,19.4,No health insurance,Health Care Coverage Status,1-year,38.2,2017
State,State,Ate marijuana in the past 30 days (among current users),26.7,32.2,Marijuana,8.8,College graduate,Level Of Education (Age 25+),1-year,37.7,2015
State,State,Ate marijuana in the past 30 days (among current users),16.6,22.4,Marijuana,13.1,High graduate or less,Level Of Education (Age 25+),1-year,28.1,2015
State,State,Ate marijuana in the past 30 days (among current users),20.9,26.8,Marijuana,11.2,Some college or technical school,Level Of Education (Age 25+),1-year,32.6,2015
State,State,Ate marijuana in the past 30 days (among current users),29.8,35,Marijuana,7.6,College graduate,Level Of Education (Age 25+),1-year,40.2,2016
State,State,Ate marijuana in the past 30 days (among current users),19.3,24.6,Marijuana,11,High graduate or less,Level Of Education (Age 25+),1-year,29.9,2016
State,State,Ate marijuana in the past 30 days (among current users),23.8,29.2,Marijuana,9.4,Some college or technical school,Level Of Education (Age 25+),1-year,34.6,2016
State,State,Ate marijuana in the past 30 days (among current users),28.6,33.4,Marijuana,7.4,College graduate,Level Of Education (Age 25+),1-year,38.3,2017
State,State,Ate marijuana in the past 30 days (among current users),19.1,24.5,Marijuana,11.3,High graduate or less,Level Of Education (Age 25+),1-year,29.9,2017
State,State,Ate marijuana in the past 30 days (among current users),24.3,29.7,Marijuana,9.4,Some college or technical school,Level Of Education (Age 25+),1-year,35.2,2017
State,State,Ate marijuana in the past 30 days (among current users),20.3,24.8,Marijuana,9.1,Owns home,Living Arrangement,1-year,29.2,2015
State,State,Ate marijuana in the past 30 days (among current users),26.4,31.3,Marijuana,8,Rents home,Living Arrangement,1-year,36.2,2015
State,State,Ate marijuana in the past 30 days (among current users),25.9,30.1,Marijuana,7.1,Owns home,Living Arrangement,1-year,34.3,2016
State,State,Ate marijuana in the past 30 days (among current users),25.4,30,Marijuana,7.8,Rents home,Living Arrangement,1-year,34.6,2016
State,State,Ate marijuana in the past 30 days (among current users),24.7,28.6,Marijuana,7,Owns home,Living Arrangement,1-year,32.5,2017
State,State,Ate marijuana in the past 30 days (among current users),22.9,27.6,Marijuana,8.7,Rents home,Living Arrangement,1-year,32.3,2017
State,State,Ate marijuana in the past 30 days (among current users),24,27.2,Marijuana,5.9,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,30.3,2015
State,State,Ate marijuana in the past 30 days (among current users),27,30.1,Marijuana,5.2,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,33.2,2016
State,State,Ate marijuana in the past 30 days (among current users),25.1,28,Marijuana,5.3,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,30.9,2017
State,State,Ate marijuana in the past 30 days (among current users),23.5,27.1,Marijuana,6.7,<14 days of poor mental health in the past month,Mental Health Status,1-year,30.7,2015
State,State,Ate marijuana in the past 30 days (among current users),20.6,27.2,Marijuana,12.5,14+ days of poor mental health in the past month,Mental Health Status,1-year,33.9,2015
State,State,Ate marijuana in the past 30 days (among current users),25.8,29.1,Marijuana,5.8,<14 days of poor mental health in the past month,Mental Health Status,1-year,32.4,2016
State,State,Ate marijuana in the past 30 days (among current users),27.1,35.1,Marijuana,11.7,14+ days of poor mental health in the past month,Mental Health Status,1-year,43.1,2016
State,State,Ate marijuana in the past 30 days (among current users),23.7,27,Marijuana,6.2,<14 days of poor mental health in the past month,Mental Health Status,1-year,30.3,2017
State,State,Ate marijuana in the past 30 days (among current users),24,30.2,Marijuana,10.6,14+ days of poor mental health in the past month,Mental Health Status,1-year,36.5,2017
State,State,Ate marijuana in the past 30 days (among current users),24,27.2,Marijuana,5.9,OVERALL,Overall,1-year,30.3,2015
State,State,Ate marijuana in the past 30 days (among current users),27,30.1,Marijuana,5.2,OVERALL,Overall,1-year,33.2,2016
State,State,Ate marijuana in the past 30 days (among current users),25.1,28,Marijuana,5.3,OVERALL,Overall,1-year,30.9,2017
State,State,Ate marijuana in the past 30 days (among current users),22.7,26.1,Marijuana,6.7,<14 days of poor physical health in the past month,Physical Health Status,1-year,29.5,2015
State,State,Ate marijuana in the past 30 days (among current users),25.5,33.3,Marijuana,12,14+ days of poor physical health in the past month,Physical Health Status,1-year,41.1,2015
State,State,Ate marijuana in the past 30 days (among current users),26.7,30.1,Marijuana,5.8,<14 days of poor physical health in the past month,Physical Health Status,1-year,33.5,2016
State,State,Ate marijuana in the past 30 days (among current users),22.4,29.8,Marijuana,12.6,14+ days of poor physical health in the past month,Physical Health Status,1-year,37.1,2016
State,State,Ate marijuana in the past 30 days (among current users),23.6,26.7,Marijuana,6,<14 days of poor physical health in the past month,Physical Health Status,1-year,29.9,2017
State,State,Ate marijuana in the past 30 days (among current users),25.3,32.8,Marijuana,11.6,14+ days of poor physical health in the past month,Physical Health Status,1-year,40.3,2017
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,,American Indian or Alaskan Native,Race,1-year,,2015
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,99.7,Asian,Race,1-year,,2015
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,48.1,Black or African American,Race,1-year,,2015
State,State,Ate marijuana in the past 30 days (among current users),21.6,35.5,Marijuana,20,Hispanic,Race,1-year,49.4,2015
State,State,Ate marijuana in the past 30 days (among current users),20.8,37.8,Marijuana,23,Multiracial,Race,1-year,54.8,2015
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,80.2,Native Hawaiian or other Pacific Islander,Race,1-year,,2015
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,48.6,Other race,Race,1-year,,2015
State,State,Ate marijuana in the past 30 days (among current users),24.2,27.7,Marijuana,6.4,White,Race,1-year,31.1,2015
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,54.9,American Indian or Alaskan Native,Race,1-year,,2016
State,State,Ate marijuana in the past 30 days (among current users),34.4,61.5,Marijuana,22.4,Asian,Race,1-year,88.5,2016
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,36.6,Black or African American,Race,1-year,,2016
State,State,Ate marijuana in the past 30 days (among current users),8.8,17.9,Marijuana,25.8,Hispanic,Race,1-year,26.9,2016
State,State,Ate marijuana in the past 30 days (among current users),23.4,37.3,Marijuana,19.1,Multiracial,Race,1-year,51.2,2016
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,108.1,Native Hawaiian or other Pacific Islander,Race,1-year,,2016
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,58.5,Other race,Race,1-year,,2016
State,State,Ate marijuana in the past 30 days (among current users),27.8,31.1,Marijuana,5.5,White,Race,1-year,34.5,2016
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,37.5,American Indian or Alaskan Native,Race,1-year,,2017
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,42.7,Asian,Race,1-year,,2017
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,34.9,Black or African American,Race,1-year,,2017
State,State,Ate marijuana in the past 30 days (among current users),12.4,23.7,Marijuana,24.3,Hispanic,Race,1-year,35,2017
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,30.1,Multiracial,Race,1-year,,2017
State,State,Ate marijuana in the past 30 days (among current users),,,Marijuana,66.4,Native Hawaiian or other Pacific Islander,Race,1-year,,2017
State,State,Ate marijuana in the past 30 days (among current users),22.1,50.9,Marijuana,28.9,Other race,Race,1-year,79.7,2017
State,State,Ate marijuana in the past 30 days (among current users),26.1,29.3,Marijuana,5.6,White,Race,1-year,32.5,2017
State,State,Ate marijuana in the past 30 days (among current users),23.8,28.6,Marijuana,8.7,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,33.5,2015
State,State,Ate marijuana in the past 30 days (among current users),20.9,24.9,Marijuana,8.3,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,29,2015
State,State,Ate marijuana in the past 30 days (among current users),20.3,24.6,Marijuana,9,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,28.9,2016
State,State,Ate marijuana in the past 30 days (among current users),30.6,35,Marijuana,6.4,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,39.4,2016
State,State,Ate marijuana in the past 30 days (among current users),24.4,29,Marijuana,8.1,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,33.6,2017
State,State,Ate marijuana in the past 30 days (among current users),24.3,28.2,Marijuana,7,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,32.1,2017
State,State,Ate marijuana in the past 30 days (among current users),24.1,29,Marijuana,8.7,Female,Sex,1-year,34,2015
State,State,Ate marijuana in the past 30 days (among current users),21.8,25.8,Marijuana,7.9,Male,Sex,1-year,29.8,2015
State,State,Ate marijuana in the past 30 days (among current users),26.9,31.9,Marijuana,7.9,Female,Sex,1-year,36.9,2016
State,State,Ate marijuana in the past 30 days (among current users),24.9,28.8,Marijuana,6.9,Male,Sex,1-year,32.7,2016
State,State,Ate marijuana in the past 30 days (among current users),24.8,29.1,Marijuana,7.5,Female,Sex,1-year,33.3,2017
State,State,Ate marijuana in the past 30 days (among current users),22.9,26.9,Marijuana,7.6,Male,Sex,1-year,30.9,2017
State,State,Ate marijuana in the past 30 days (among current users),23.4,26.7,Marijuana,6.3,Heterosexual,Sexual Orientation,1-year,30,2015
State,State,Ate marijuana in the past 30 days (among current users),21.6,32.9,Marijuana,17.6,"Lesbian, gay or bisexual",Sexual Orientation,1-year,44.2,2015
State,State,Ate marijuana in the past 30 days (among current users),25.6,28.9,Marijuana,5.8,Heterosexual,Sexual Orientation,1-year,32.1,2016
State,State,Ate marijuana in the past 30 days (among current users),30.4,39.9,Marijuana,12.2,"Lesbian, gay or bisexual",Sexual Orientation,1-year,49.4,2016
State,State,Ate marijuana in the past 30 days (among current users),25.3,28.5,Marijuana,5.6,Heterosexual,Sexual Orientation,1-year,31.7,2017
State,State,Ate marijuana in the past 30 days (among current users),18.5,26.5,Marijuana,15.3,"Lesbian, gay or bisexual",Sexual Orientation,1-year,34.4,2017
State,State,Ate marijuana in the past 30 days (among current users),24.3,27.6,Marijuana,6.2,Non Veteran,Veteran Status,1-year,31,2015
State,State,Ate marijuana in the past 30 days (among current users),14,22.8,Marijuana,19.6,Veteran,Veteran Status,1-year,31.5,2015
